item_id,item_name,item_description,item_type,item_price,ingredients,calories,rating,sales_count,cost_per_item
763,vegetables rice tofu shrimp dessert,tasty dessert,dessert,13.59,"['vegetables', 'rice', 'tofu', 'shrimp']",443,2.89,52,5.01
764,pork appetizer,satisfying appetizer,appetizer,17.97,['pork'],729,3.09,6,8.54
765,vegetables drink,delicious drink,drink,18.78,['vegetables'],591,4.28,72,10.14
766,rice pork bread fish drink,mouth-watering drink,drink,16.72,"['rice', 'pork', 'bread', 'fish']",105,4,67,3.36
767,tofu shrimp beef chicken appetizer,mouth-watering appetizer,appetizer,8.1,"['tofu', 'shrimp', 'beef', 'chicken']",610,2.28,45,2.79
768,chicken noodles dessert,healthy dessert,dessert,5.17,"['chicken', 'noodles']",206,3.49,63,1.41
769,beef drink,delicious drink,drink,10.3,['beef'],817,4.15,13,3.59
770,fish noodles chicken appetizer,delicious appetizer,appetizer,15.51,"['fish', 'noodles', 'chicken']",800,4.12,6,7.84
771,tofu drink,tasty drink,drink,17.69,['tofu'],748,3.98,96,5.11
772,chicken entree,satisfying entree,entree,5.43,['chicken'],592,1.07,10,2.75
773,noodles beef pork entree,mouth-watering entree,entree,7.6,"['noodles', 'beef', 'pork']",733,1.3,14,2.5
774,bread vegetables shrimp tofu appetizer,hearty appetizer,appetizer,5.09,"['bread', 'vegetables', 'shrimp', 'tofu']",905,1.9,21,2.54
775,noodles rice chicken tofu drink,delicious drink,drink,13.77,"['noodles', 'rice', 'chicken', 'tofu']",937,4.69,11,7.76
776,tofu shrimp chicken beef drink,tasty drink,drink,14.37,"['tofu', 'shrimp', 'chicken', 'beef']",523,3.38,87,7.34
777,fish tofu bread drink,delicious drink,drink,9.74,"['fish', 'tofu', 'bread']",466,4.13,15,4.49
778,shrimp bread entree,hearty entree,entree,19.65,"['shrimp', 'bread']",574,4.81,29,7.74
779,noodles shrimp dessert,mouth-watering dessert,dessert,5.94,"['noodles', 'shrimp']",503,2.16,86,2.15
780,bread shrimp tofu dessert,hearty dessert,dessert,16.77,"['bread', 'shrimp', 'tofu']",566,2.62,14,8.43
781,tofu drink,hearty drink,drink,7.78,['tofu'],206,2.01,78,4.52
782,vegetables dessert,satisfying dessert,dessert,5.53,['vegetables'],507,4.55,78,1.86
783,beef drink,hearty drink,drink,15.9,['beef'],129,2.56,52,9.22
784,vegetables rice appetizer,healthy appetizer,appetizer,18.38,"['vegetables', 'rice']",817,2.16,62,7.58
785,chicken tofu rice dessert,hearty dessert,dessert,7.94,"['chicken', 'tofu', 'rice']",395,2.04,6,4.56
786,chicken rice vegetables beef dessert,satisfying dessert,dessert,12.6,"['chicken', 'rice', 'vegetables', 'beef']",960,4.98,92,3.64
787,vegetables fish pork beef entree,satisfying entree,entree,6.14,"['vegetables', 'fish', 'pork', 'beef']",425,4.14,77,1.43
788,shrimp pork drink,satisfying drink,drink,8.38,"['shrimp', 'pork']",726,3.24,86,4.6
789,shrimp noodles vegetables entree,delicious entree,entree,18.91,"['shrimp', 'noodles', 'vegetables']",750,3.21,99,6.31
790,beef drink,hearty drink,drink,18.64,['beef'],923,2.49,93,4.56
791,rice shrimp entree,hearty entree,entree,7.23,"['rice', 'shrimp']",874,2.45,39,2.42
792,chicken tofu noodles dessert,tasty dessert,dessert,6.75,"['chicken', 'tofu', 'noodles']",651,3.14,62,3.59
793,vegetables fish noodles pork dessert,delicious dessert,dessert,10,"['vegetables', 'fish', 'noodles', 'pork']",935,1.91,91,5.92
794,tofu dessert,delicious dessert,dessert,6.58,['tofu'],666,4.38,33,2
795,pork vegetables dessert,delicious dessert,dessert,15.04,"['pork', 'vegetables']",160,3.99,95,8.87
796,bread vegetables rice appetizer,delicious appetizer,appetizer,10.35,"['bread', 'vegetables', 'rice']",859,2.98,60,5.58
797,beef fish dessert,mouth-watering dessert,dessert,17.63,"['beef', 'fish']",790,2.25,2,8.24
798,fish bread shrimp chicken appetizer,healthy appetizer,appetizer,19.56,"['fish', 'bread', 'shrimp', 'chicken']",607,3.06,54,7.87
799,noodles shrimp tofu entree,delicious entree,entree,17.61,"['noodles', 'shrimp', 'tofu']",452,2.73,94,7.57
800,fish vegetables dessert,healthy dessert,dessert,10.46,"['fish', 'vegetables']",606,2.08,51,4.61
801,pork noodles tofu drink,delicious drink,drink,18.85,"['pork', 'noodles', 'tofu']",404,2.8,93,6
802,rice fish noodles dessert,delicious dessert,dessert,6.31,"['rice', 'fish', 'noodles']",917,1.65,90,3.19
803,chicken vegetables pork noodles appetizer,hearty appetizer,appetizer,7.43,"['chicken', 'vegetables', 'pork', 'noodles']",527,4.99,85,1.6
804,tofu bread rice entree,hearty entree,entree,8.33,"['tofu', 'bread', 'rice']",369,3.78,88,3.18
805,rice dessert,satisfying dessert,dessert,6.63,['rice'],142,4.46,30,3.09
806,bread dessert,healthy dessert,dessert,6.83,['bread'],535,3.72,75,1.86
807,tofu chicken shrimp noodles drink,tasty drink,drink,10.29,"['tofu', 'chicken', 'shrimp', 'noodles']",836,1.85,46,3.56
808,pork chicken noodles entree,mouth-watering entree,entree,5.44,"['pork', 'chicken', 'noodles']",301,1.85,16,1.55
809,vegetables fish noodles shrimp dessert,mouth-watering dessert,dessert,18.58,"['vegetables', 'fish', 'noodles', 'shrimp']",771,1.59,78,9.5
810,shrimp vegetables entree,hearty entree,entree,12.47,"['shrimp', 'vegetables']",852,1.27,6,6.94
811,tofu appetizer,mouth-watering appetizer,appetizer,10.35,['tofu'],150,1.7,77,5.9
812,beef rice bread appetizer,hearty appetizer,appetizer,12.94,"['beef', 'rice', 'bread']",763,2.77,16,2.76
813,shrimp drink,mouth-watering drink,drink,7.1,['shrimp'],820,1.43,31,3.27
814,vegetables chicken beef noodles entree,tasty entree,entree,8.85,"['vegetables', 'chicken', 'beef', 'noodles']",488,4.62,39,4.57
815,fish entree,mouth-watering entree,entree,18.74,['fish'],792,4.57,87,6.4
816,vegetables beef bread drink,healthy drink,drink,19.21,"['vegetables', 'beef', 'bread']",306,3.81,60,8.37
817,chicken appetizer,hearty appetizer,appetizer,9.6,['chicken'],447,4.3,43,4.46
818,shrimp appetizer,hearty appetizer,appetizer,17.13,['shrimp'],864,2.26,19,8.32
819,chicken bread dessert,mouth-watering dessert,dessert,15.61,"['chicken', 'bread']",554,2.02,10,4.27
820,beef fish pork entree,mouth-watering entree,entree,7.11,"['beef', 'fish', 'pork']",975,2.79,54,4.06
821,pork entree,healthy entree,entree,12.27,['pork'],994,3.52,69,3.66
822,tofu fish shrimp vegetables dessert,tasty dessert,dessert,12.37,"['tofu', 'fish', 'shrimp', 'vegetables']",352,4.47,12,7.39
823,rice vegetables chicken dessert,satisfying dessert,dessert,6.05,"['rice', 'vegetables', 'chicken']",665,3.52,19,2.93
824,rice entree,delicious entree,entree,15.23,['rice'],696,3.99,84,4.15
825,fish bread tofu pork drink,hearty drink,drink,7.41,"['fish', 'bread', 'tofu', 'pork']",183,1.87,74,1.63
826,chicken dessert,tasty dessert,dessert,18.72,['chicken'],655,3.99,37,7.52
827,pork fish beef dessert,satisfying dessert,dessert,19.61,"['pork', 'fish', 'beef']",866,4.39,80,11.71
828,vegetables dessert,tasty dessert,dessert,16.4,['vegetables'],600,3.68,33,5.79
829,noodles drink,delicious drink,drink,15.37,['noodles'],803,4.46,44,8.75
830,shrimp fish chicken drink,healthy drink,drink,8.72,"['shrimp', 'fish', 'chicken']",714,1.16,16,2.02
831,noodles vegetables appetizer,hearty appetizer,appetizer,12.71,"['noodles', 'vegetables']",830,3.34,16,4.46
832,rice fish tofu shrimp drink,tasty drink,drink,16.81,"['rice', 'fish', 'tofu', 'shrimp']",843,1.25,74,8.07
833,rice tofu chicken appetizer,satisfying appetizer,appetizer,14.52,"['rice', 'tofu', 'chicken']",235,3.6,16,7.18
834,chicken appetizer,delicious appetizer,appetizer,7.9,['chicken'],524,2.29,22,2.58
835,shrimp rice pork vegetables appetizer,hearty appetizer,appetizer,19.15,"['shrimp', 'rice', 'pork', 'vegetables']",637,3.76,57,9.78
836,shrimp appetizer,healthy appetizer,appetizer,13.41,['shrimp'],349,2.58,2,7.35
837,shrimp pork bread tofu dessert,healthy dessert,dessert,18.37,"['shrimp', 'pork', 'bread', 'tofu']",696,4.33,37,8.58
838,chicken entree,tasty entree,entree,18.84,['chicken'],882,4.07,65,8.5
839,rice fish shrimp pork appetizer,satisfying appetizer,appetizer,15.92,"['rice', 'fish', 'shrimp', 'pork']",680,2.11,79,5.06
840,shrimp rice bread entree,satisfying entree,entree,15.58,"['shrimp', 'rice', 'bread']",940,4.95,35,5.3
841,fish noodles rice bread entree,satisfying entree,entree,14.07,"['fish', 'noodles', 'rice', 'bread']",410,4.98,94,8.07
842,rice pork entree,mouth-watering entree,entree,15.32,"['rice', 'pork']",502,2.87,5,7.5
843,vegetables noodles pork chicken entree,tasty entree,entree,10.95,"['vegetables', 'noodles', 'pork', 'chicken']",778,1.19,80,4.94
844,chicken rice noodles appetizer,mouth-watering appetizer,appetizer,12.99,"['chicken', 'rice', 'noodles']",181,4.88,50,3.98
845,vegetables bread beef drink,mouth-watering drink,drink,5.55,"['vegetables', 'bread', 'beef']",130,1.3,65,2.12
846,chicken dessert,tasty dessert,dessert,11.85,['chicken'],337,1.79,20,2.59
847,bread shrimp rice chicken entree,mouth-watering entree,entree,7.14,"['bread', 'shrimp', 'rice', 'chicken']",277,2.48,29,2.57
848,rice chicken noodles dessert,tasty dessert,dessert,14.72,"['rice', 'chicken', 'noodles']",316,2.18,33,6.88
849,tofu appetizer,mouth-watering appetizer,appetizer,15.32,['tofu'],626,2.21,40,6.47
850,vegetables drink,delicious drink,drink,19.33,['vegetables'],894,2.42,13,6.1
851,bread noodles entree,mouth-watering entree,entree,18.22,"['bread', 'noodles']",322,4.95,95,5.98
852,noodles beef vegetables appetizer,satisfying appetizer,appetizer,12.05,"['noodles', 'beef', 'vegetables']",531,3.36,5,6.68
853,beef rice pork appetizer,hearty appetizer,appetizer,18.53,"['beef', 'rice', 'pork']",931,1.04,74,7.71
854,vegetables shrimp pork beef drink,delicious drink,drink,9.28,"['vegetables', 'shrimp', 'pork', 'beef']",266,3.35,62,2.98
855,fish shrimp appetizer,hearty appetizer,appetizer,9.85,"['fish', 'shrimp']",237,3.72,25,5.83
856,pork rice chicken tofu drink,tasty drink,drink,18.87,"['pork', 'rice', 'chicken', 'tofu']",395,4.01,1,10
857,pork shrimp noodles bread drink,mouth-watering drink,drink,18.65,"['pork', 'shrimp', 'noodles', 'bread']",846,2.73,25,6.67
858,noodles beef rice entree,satisfying entree,entree,14.26,"['noodles', 'beef', 'rice']",950,4.36,82,8.32
859,rice pork bread shrimp appetizer,satisfying appetizer,appetizer,7.37,"['rice', 'pork', 'bread', 'shrimp']",589,1.94,32,1.6
860,shrimp beef drink,tasty drink,drink,17.9,"['shrimp', 'beef']",204,1.2,92,9.83
861,pork noodles chicken rice drink,satisfying drink,drink,11.29,"['pork', 'noodles', 'chicken', 'rice']",610,4.44,36,3.87
862,chicken drink,hearty drink,drink,14.94,['chicken'],206,1.91,29,8.64
863,pork noodles drink,satisfying drink,drink,8.43,"['pork', 'noodles']",598,1.25,93,1.79
864,noodles rice bread appetizer,hearty appetizer,appetizer,15.31,"['noodles', 'rice', 'bread']",383,4.51,45,4.2
865,tofu drink,mouth-watering drink,drink,15.55,['tofu'],178,2.5,91,6.04
866,beef entree,delicious entree,entree,17.87,['beef'],658,3.72,30,5.65
867,beef vegetables shrimp drink,satisfying drink,drink,6.07,"['beef', 'vegetables', 'shrimp']",669,1.36,26,3.07
868,bread beef shrimp dessert,tasty dessert,dessert,8.91,"['bread', 'beef', 'shrimp']",149,3.77,96,4.64
869,vegetables shrimp drink,healthy drink,drink,6.19,"['vegetables', 'shrimp']",350,2.23,49,3.69
870,tofu chicken entree,mouth-watering entree,entree,17.66,"['tofu', 'chicken']",485,2.77,67,4.28
871,tofu pork rice shrimp drink,healthy drink,drink,7.61,"['tofu', 'pork', 'rice', 'shrimp']",447,1.17,99,2.6
872,fish pork shrimp dessert,healthy dessert,dessert,14.04,"['fish', 'pork', 'shrimp']",287,2.65,36,4.37
873,shrimp rice chicken bread dessert,satisfying dessert,dessert,6.59,"['shrimp', 'rice', 'chicken', 'bread']",806,1.94,84,2.02
874,chicken fish tofu pork drink,delicious drink,drink,19.25,"['chicken', 'fish', 'tofu', 'pork']",155,2.27,26,5.68
875,fish tofu dessert,satisfying dessert,dessert,10.36,"['fish', 'tofu']",899,2.56,85,4.46
876,shrimp entree,mouth-watering entree,entree,12.61,['shrimp'],313,4.33,16,5.38
877,fish dessert,delicious dessert,dessert,14.11,['fish'],968,3.5,63,4.96
878,fish dessert,healthy dessert,dessert,13.33,['fish'],916,1.11,71,4.22
879,vegetables rice noodles dessert,tasty dessert,dessert,8.74,"['vegetables', 'rice', 'noodles']",736,2.29,12,5.14
880,rice bread appetizer,mouth-watering appetizer,appetizer,18.86,"['rice', 'bread']",696,1.43,81,3.89
881,vegetables noodles shrimp rice drink,hearty drink,drink,14.21,"['vegetables', 'noodles', 'shrimp', 'rice']",800,4.82,80,6.78
882,noodles bread rice beef dessert,hearty dessert,dessert,15.56,"['noodles', 'bread', 'rice', 'beef']",966,1.47,12,8.93
883,shrimp dessert,hearty dessert,dessert,6.51,['shrimp'],356,1.04,74,3.07
884,rice tofu drink,tasty drink,drink,19.1,"['rice', 'tofu']",595,3.08,32,10.8
885,shrimp vegetables pork tofu drink,satisfying drink,drink,7.32,"['shrimp', 'vegetables', 'pork', 'tofu']",473,2.99,67,2.85
886,vegetables pork entree,mouth-watering entree,entree,16.47,"['vegetables', 'pork']",539,1.13,19,6.62
887,noodles shrimp chicken beef dessert,healthy dessert,dessert,17.51,"['noodles', 'shrimp', 'chicken', 'beef']",340,2.92,43,7.52
888,noodles fish pork entree,hearty entree,entree,8.45,"['noodles', 'fish', 'pork']",751,4.17,91,3.44
889,tofu entree,delicious entree,entree,10.13,['tofu'],136,3.4,35,3.75
890,bread appetizer,hearty appetizer,appetizer,16.07,['bread'],727,2.02,94,8.77
891,bread shrimp chicken noodles appetizer,satisfying appetizer,appetizer,7.12,"['bread', 'shrimp', 'chicken', 'noodles']",775,1.66,34,2.26
892,bread fish rice vegetables drink,delicious drink,drink,13.83,"['bread', 'fish', 'rice', 'vegetables']",515,2.96,56,5.43
893,bread vegetables pork shrimp dessert,delicious dessert,dessert,7.52,"['bread', 'vegetables', 'pork', 'shrimp']",779,3.51,24,3.9
894,beef vegetables tofu drink,delicious drink,drink,17.22,"['beef', 'vegetables', 'tofu']",789,4.3,10,8.13
895,pork fish drink,mouth-watering drink,drink,10.5,"['pork', 'fish']",252,4.73,12,3.32
896,chicken noodles entree,delicious entree,entree,7.62,"['chicken', 'noodles']",107,3.22,82,2.58
897,pork noodles dessert,healthy dessert,dessert,15.2,"['pork', 'noodles']",442,3.1,91,7.33
898,pork vegetables bread entree,healthy entree,entree,5.52,"['pork', 'vegetables', 'bread']",853,3.58,45,2.15
899,beef pork noodles dessert,healthy dessert,dessert,9.15,"['beef', 'pork', 'noodles']",812,1.45,2,4.57
900,pork beef dessert,satisfying dessert,dessert,19.16,"['pork', 'beef']",564,1.96,17,10.58
901,fish chicken bread appetizer,delicious appetizer,appetizer,15.87,"['fish', 'chicken', 'bread']",897,1.2,6,9.22
902,chicken beef tofu pork entree,healthy entree,entree,7.75,"['chicken', 'beef', 'tofu', 'pork']",944,3.78,78,1.86
903,noodles drink,healthy drink,drink,16.14,['noodles'],799,3.9,73,4.6
904,noodles beef vegetables appetizer,satisfying appetizer,appetizer,16.29,"['noodles', 'beef', 'vegetables']",922,3.31,18,7.41
905,bread entree,hearty entree,entree,15.8,['bread'],310,4.54,13,5.49
906,fish noodles shrimp tofu dessert,satisfying dessert,dessert,15.69,"['fish', 'noodles', 'shrimp', 'tofu']",499,3.68,70,6.13
907,chicken shrimp appetizer,hearty appetizer,appetizer,12.18,"['chicken', 'shrimp']",827,2.57,49,4.22
908,shrimp bread rice entree,tasty entree,entree,18.32,"['shrimp', 'bread', 'rice']",415,2.41,57,8
909,shrimp tofu entree,healthy entree,entree,16.3,"['shrimp', 'tofu']",619,3.08,39,6.14
910,rice drink,mouth-watering drink,drink,7.52,['rice'],773,4.84,77,3.3
911,vegetables beef entree,hearty entree,entree,15.29,"['vegetables', 'beef']",638,3.08,44,4.22
912,beef dessert,mouth-watering dessert,dessert,14.54,['beef'],502,3.02,57,6.99
913,fish beef rice chicken appetizer,healthy appetizer,appetizer,11.42,"['fish', 'beef', 'rice', 'chicken']",920,3.24,3,4.93
914,rice chicken vegetables entree,mouth-watering entree,entree,18.35,"['rice', 'chicken', 'vegetables']",903,4.92,41,10.59
915,chicken shrimp vegetables dessert,delicious dessert,dessert,10.35,"['chicken', 'shrimp', 'vegetables']",573,2.07,1,2.93
916,beef shrimp rice drink,satisfying drink,drink,10.52,"['beef', 'shrimp', 'rice']",533,3.74,37,5.58
917,bread fish shrimp appetizer,hearty appetizer,appetizer,19.86,"['bread', 'fish', 'shrimp']",595,3.91,78,9.07
918,noodles dessert,hearty dessert,dessert,14.83,['noodles'],706,3,39,6.61
919,vegetables rice fish tofu dessert,hearty dessert,dessert,9.25,"['vegetables', 'rice', 'fish', 'tofu']",527,1.66,7,4.88
920,vegetables noodles entree,mouth-watering entree,entree,16.09,"['vegetables', 'noodles']",585,4.5,12,3.56
921,chicken bread noodles vegetables entree,mouth-watering entree,entree,11.38,"['chicken', 'bread', 'noodles', 'vegetables']",631,1.03,34,5.71
922,fish beef appetizer,hearty appetizer,appetizer,19.01,"['fish', 'beef']",883,1.63,77,7.93
923,chicken entree,tasty entree,entree,11.3,['chicken'],359,2.43,54,5.97
924,shrimp dessert,mouth-watering dessert,dessert,7.42,['shrimp'],784,1.76,12,2.06
925,bread entree,tasty entree,entree,7.77,['bread'],761,3.5,48,2.16
926,vegetables bread pork drink,delicious drink,drink,7.69,"['vegetables', 'bread', 'pork']",813,3.14,53,3.58
927,shrimp noodles fish vegetables entree,tasty entree,entree,6.17,"['shrimp', 'noodles', 'fish', 'vegetables']",703,3.18,33,3.5
928,bread chicken drink,mouth-watering drink,drink,12.81,"['bread', 'chicken']",110,1.34,74,4.79
929,fish drink,satisfying drink,drink,19.43,['fish'],481,2.75,7,5.45
930,tofu bread fish rice dessert,hearty dessert,dessert,18.04,"['tofu', 'bread', 'fish', 'rice']",770,4.27,87,4.74
931,chicken noodles beef dessert,mouth-watering dessert,dessert,11.77,"['chicken', 'noodles', 'beef']",541,1.58,37,4.58
932,fish appetizer,tasty appetizer,appetizer,7.01,['fish'],782,4.96,42,2.2
933,bread tofu entree,mouth-watering entree,entree,18.97,"['bread', 'tofu']",524,2.91,25,11.37
934,noodles appetizer,tasty appetizer,appetizer,10.56,['noodles'],407,1.47,62,5.53
935,tofu pork appetizer,tasty appetizer,appetizer,17.26,"['tofu', 'pork']",951,1.02,100,7.49
936,pork bread appetizer,healthy appetizer,appetizer,5.62,"['pork', 'bread']",849,2.65,43,3.34
937,noodles pork dessert,healthy dessert,dessert,19.26,"['noodles', 'pork']",509,2.55,27,5.21
938,bread beef fish rice appetizer,tasty appetizer,appetizer,14.23,"['bread', 'beef', 'fish', 'rice']",813,2.73,81,6.66
939,vegetables rice entree,healthy entree,entree,16.68,"['vegetables', 'rice']",275,3.53,86,8.44
940,chicken entree,delicious entree,entree,5.53,['chicken'],785,1.58,53,2.29
941,rice dessert,delicious dessert,dessert,16.62,['rice'],549,1.07,89,5.54
942,noodles vegetables shrimp beef dessert,satisfying dessert,dessert,9.24,"['noodles', 'vegetables', 'shrimp', 'beef']",185,4.63,40,2.82
943,beef rice noodles drink,hearty drink,drink,14.81,"['beef', 'rice', 'noodles']",426,2.01,79,3.7
944,pork noodles appetizer,tasty appetizer,appetizer,8.09,"['pork', 'noodles']",947,1.75,100,2.62
945,bread fish vegetables drink,mouth-watering drink,drink,11.29,"['bread', 'fish', 'vegetables']",660,1.33,67,4.22
946,pork shrimp bread fish dessert,hearty dessert,dessert,6.75,"['pork', 'shrimp', 'bread', 'fish']",249,3.79,13,3.27
947,beef appetizer,mouth-watering appetizer,appetizer,15.68,['beef'],372,3.18,6,7.53
948,shrimp rice noodles pork drink,delicious drink,drink,11.82,"['shrimp', 'rice', 'noodles', 'pork']",493,4.41,8,6.04
949,noodles vegetables dessert,delicious dessert,dessert,8.83,"['noodles', 'vegetables']",862,4.85,88,3.72
950,bread appetizer,satisfying appetizer,appetizer,13.95,['bread'],845,1.88,28,3.45
951,noodles tofu entree,delicious entree,entree,18.99,"['noodles', 'tofu']",940,1.06,100,5.33
952,fish rice pork vegetables appetizer,hearty appetizer,appetizer,11.11,"['fish', 'rice', 'pork', 'vegetables']",677,2.64,22,5.59
953,bread chicken shrimp entree,hearty entree,entree,19.06,"['bread', 'chicken', 'shrimp']",775,1.33,50,4.66
954,chicken tofu pork appetizer,hearty appetizer,appetizer,14.53,"['chicken', 'tofu', 'pork']",205,2.61,22,4.41
955,vegetables tofu entree,hearty entree,entree,11.86,"['vegetables', 'tofu']",846,1.54,83,2.92
956,fish dessert,delicious dessert,dessert,13.39,['fish'],640,2.37,98,5.05
957,bread fish entree,satisfying entree,entree,19.93,"['bread', 'fish']",781,1.84,55,5.46
958,noodles bread rice beef drink,healthy drink,drink,19.09,"['noodles', 'bread', 'rice', 'beef']",113,1.03,9,9.43
959,tofu fish noodles pork drink,tasty drink,drink,9.29,"['tofu', 'fish', 'noodles', 'pork']",597,4.06,49,4.16
960,pork dessert,hearty dessert,dessert,11.51,['pork'],676,1.44,48,6.08
961,vegetables bread chicken beef entree,healthy entree,entree,8.98,"['vegetables', 'bread', 'chicken', 'beef']",503,1.6,43,4.56
962,chicken fish bread entree,mouth-watering entree,entree,14.56,"['chicken', 'fish', 'bread']",982,2.15,84,2.91
963,tofu dessert,satisfying dessert,dessert,6.56,['tofu'],556,2.57,31,1.42
964,vegetables fish pork noodles drink,tasty drink,drink,8.3,"['vegetables', 'fish', 'pork', 'noodles']",827,2.61,41,3.39
965,pork appetizer,tasty appetizer,appetizer,9.8,['pork'],509,4.89,61,4.07
966,vegetables fish bread chicken entree,tasty entree,entree,10.95,"['vegetables', 'fish', 'bread', 'chicken']",202,4.58,15,5.99
967,fish vegetables pork rice entree,delicious entree,entree,11.65,"['fish', 'vegetables', 'pork', 'rice']",202,1.49,6,2.9
968,tofu shrimp entree,delicious entree,entree,18.42,"['tofu', 'shrimp']",519,4.6,79,10.76
969,fish bread dessert,healthy dessert,dessert,10.76,"['fish', 'bread']",976,1.87,15,6.25
970,chicken fish pork dessert,tasty dessert,dessert,17.11,"['chicken', 'fish', 'pork']",632,4.34,91,9.44
971,beef chicken appetizer,healthy appetizer,appetizer,9.44,"['beef', 'chicken']",147,3.84,78,3.59
972,rice beef pork entree,mouth-watering entree,entree,12.57,"['rice', 'beef', 'pork']",141,3.14,72,6.82
973,chicken shrimp bread entree,healthy entree,entree,15.08,"['chicken', 'shrimp', 'bread']",751,3.93,40,8.56
974,chicken dessert,delicious dessert,dessert,13.39,['chicken'],563,3.61,73,3.25
975,bread drink,hearty drink,drink,16.45,['bread'],422,1.55,99,7.49
976,chicken beef rice vegetables dessert,hearty dessert,dessert,6.35,"['chicken', 'beef', 'rice', 'vegetables']",875,1.31,79,2.04
977,bread rice beef dessert,mouth-watering dessert,dessert,11.12,"['bread', 'rice', 'beef']",959,1.65,58,3.56
978,chicken entree,healthy entree,entree,11.13,['chicken'],602,1.81,34,3.02
979,chicken dessert,hearty dessert,dessert,7.79,['chicken'],469,1.34,39,1.86
980,tofu fish rice noodles appetizer,delicious appetizer,appetizer,8.49,"['tofu', 'fish', 'rice', 'noodles']",143,4.68,32,1.79
981,bread fish noodles appetizer,tasty appetizer,appetizer,7.82,"['bread', 'fish', 'noodles']",459,3.52,95,3.33
982,bread shrimp appetizer,mouth-watering appetizer,appetizer,13.99,"['bread', 'shrimp']",639,3.8,94,6.75
983,beef tofu pork chicken dessert,tasty dessert,dessert,7.77,"['beef', 'tofu', 'pork', 'chicken']",759,2.01,43,1.72
984,tofu dessert,delicious dessert,dessert,5.72,['tofu'],558,1.48,97,1.27
985,chicken beef shrimp appetizer,hearty appetizer,appetizer,13.61,"['chicken', 'beef', 'shrimp']",871,4.48,23,7.15
986,bread dessert,mouth-watering dessert,dessert,19.75,['bread'],693,2.61,76,9.64
987,pork tofu dessert,tasty dessert,dessert,7.09,"['pork', 'tofu']",865,3.51,96,2.82
988,vegetables chicken tofu rice drink,hearty drink,drink,5.35,"['vegetables', 'chicken', 'tofu', 'rice']",248,4.49,96,1.4
989,fish drink,healthy drink,drink,13.28,['fish'],157,2.17,56,6.3
990,shrimp noodles chicken drink,healthy drink,drink,19.63,"['shrimp', 'noodles', 'chicken']",555,1.01,84,4.57
991,noodles pork vegetables entree,tasty entree,entree,9.87,"['noodles', 'pork', 'vegetables']",236,4.26,25,5.78
992,chicken bread pork entree,satisfying entree,entree,13.24,"['chicken', 'bread', 'pork']",209,1.87,21,5.93
993,pork chicken appetizer,satisfying appetizer,appetizer,13.79,"['pork', 'chicken']",343,1.96,75,4.15
994,noodles bread chicken drink,tasty drink,drink,13.32,"['noodles', 'bread', 'chicken']",895,4.03,91,2.84
995,vegetables noodles entree,hearty entree,entree,17.97,"['vegetables', 'noodles']",905,2.61,41,7.24
996,chicken tofu fish bread drink,healthy drink,drink,11.4,"['chicken', 'tofu', 'fish', 'bread']",822,1.56,21,2.65
997,fish pork shrimp drink,delicious drink,drink,7.32,"['fish', 'pork', 'shrimp']",290,1,40,2.62
998,shrimp tofu rice dessert,delicious dessert,dessert,16.1,"['shrimp', 'tofu', 'rice']",684,3.15,48,7.19
999,pork appetizer,tasty appetizer,appetizer,5.26,['pork'],992,4.48,49,1.85
1000,rice entree,healthy entree,entree,18.39,['rice'],502,4.62,36,9.44
